x,original,kalman
0.9400000000,2.7854052123,2.7647159497
0.9500000000,3.8358646374,3.0823492030
0.9600000000,3.5586156332,3.2235789476
0.9700000000,4.2465145749,3.5269153331
0.9800000000,3.0429403505,3.3833997316
0.9900000000,3.5400223250,3.4298438382
1.0000000000,2.4441271414,3.1375441745
1.0100000000,1.7679212145,2.7314028035
1.0200000000,2.8104074832,2.7548304692
1.0300000000,2.2334947155,2.6002360853
1.0400000000,1.7474335553,2.3473501460
1.0500000000,3.8259812750,2.7858162724
1.0600000000,3.4506287970,2.9829565643
1.0700000000,2.6151035109,2.8738751983
1.0800000000,4.3027519745,3.2975874095
1.0900000000,2.4783369391,3.0546508357
1.1000000000,3.4068005587,3.1590756121
1.1100000000,4.4460990961,3.5407233338
1.1200000000,5.9180976232,4.2456984120
1.1300000000,4.1677348889,4.2225794858
1.1400000000,2.8257715269,3.8083768066
1.1500000000,3.5166150386,3.7218591825
1.1600000000,4.6621401114,4.0006855433
1.1700000000,4.2032620649,4.0607566056
1.1800000000,4.8033651425,4.2809661509
1.1900000000,1.3804152605,3.4208508129
1.2000000000,3.2327548148,3.3650737350
1.2100000000,4.1952636804,3.6112542478
1.2200000000,5.5691063742,4.1918262519
1.2300000000,5.1731910867,4.4828354355
1.2400000000,4.1951962019,4.3975402878
1.2500000000,4.1599826143,4.3270960838
1.2600000000,3.9251543024,4.2079062112
1.2700000000,3.8078181800,4.0892660407
1.2800000000,4.4289230197,4.1899862791
1.2900000000,3.2522328163,3.9119094009
1.3000000000,3.5835944248,3.8145524652
1.3100000000,4.4842822546,4.0131508991
1.3200000000,4.7428634080,4.2295363186
1.3300000000,4.5008447107,4.3099887975
1.3400000000,4.2512962729,4.2925844000
1.3500000000,3.7996460534,4.1464108459
1.3600000000,4.3824906632,4.2164168136
1.3700000000,3.1663908967,3.9050472046
1.3800000000,3.6806546361,3.8385069172
1.3900000000,4.3467118206,3.9892075423
1.4000000000,4.4868732852,4.1367829357
1.4100000000,4.7103609531,4.3068689879
1.4200000000,4.1854451345,4.2708625455
1.4300000000,4.5883917407,4.3650211179
1.4400000000,6.1622993144,4.8979773052
1.4500000000,3.7211030848,4.5489927136
1.4600000000,3.4556106119,4.2247664712
1.4700000000,5.0959370807,4.4830991920
1.4800000000,3.4181099749,4.1672924383
1.4900000000,4.2946621494,4.2050620367
1.5000000000,3.1387115837,3.8888516287
1.5100000000,6.3680650932,4.6240256035
1.5200000000,4.9165968335,4.7107832616
1.5300000000,4.9879608909,4.7929761757
1.5400000000,4.5726242589,4.7276340836
1.5500000000,1.7948090655,3.8579483318
1.5600000000,5.2090368420,4.2585935866
1.5700000000,5.1491127360,4.5226638299
1.5800000000,4.8894626315,4.6314325732
1.5900000000,4.2838153071,4.5283518297
1.6000000000,4.9086081110,4.6411111890
1.6100000000,4.2425995193,4.5229384651
1.6200000000,4.0376445477,4.3790317530
1.6300000000,5.0763246493,4.5858036174
1.6400000000,3.8316093562,4.3621584974
1.6500000000,4.9880560768,4.5477591396
1.6600000000,5.1808726270,4.7354995523
1.6700000000,6.2869753451,5.1955666831
1.6800000000,6.2166268465,5.4983469276
1.6900000000,6.3474556301,5.7501375171
1.7000000000,6.7497297916,6.0465517776
1.7100000000,6.0031929905,6.0336943725
1.7200000000,7.3811234147,6.4332544664
1.7300000000,4.6740607942,5.9115916798
1.7400000000,5.8106875598,5.8816700599
1.7500000000,5.2896818098,5.7061247262
1.7600000000,4.6459431757,5.3917436148
1.7700000000,6.3454260019,5.6745439792
1.7800000000,4.9872979934,5.4707513771
1.7900000000,7.0427407350,5.9369015014
1.8000000000,4.6493435590,5.5550952940
1.8100000000,4.7489715397,5.3160512532
1.8200000000,6.8031797864,5.7570371587
1.8300000000,6.2215597107,5.8947844305
1.8400000000,4.4241718007,5.4586960711
1.8500000000,4.8612404936,5.2815294826
1.8600000000,6.5929107952,5.6704001570
1.8700000000,6.1797026684,5.8214262615
1.8800000000,6.9386576651,6.1527246606
1.8900000000,7.3527423656,6.5085721092
1.9000000000,6.7922632007,6.5926964939
1.9100000000,6.1689822060,6.4670503075
1.9200000000,6.5497311551,6.4915680863
1.9300000000,6.2162274190,6.4099198960
1.9400000000,7.0487441754,6.5993537593
1.9500000000,7.5250919780,6.8738676952
1.9600000000,6.0399962676,6.6265954935
1.9700000000,8.2839626459,7.1180631361
1.9800000000,6.9239880170,7.0605130386
1.9900000000,7.1892557189,7.0986897706
2.0000000000,6.1785476493,6.8258352744
2.0100000000,6.8581492869,6.8354175155
2.0200000000,8.0470634525,7.1947131438
2.0300000000,7.3981246397,7.2550318054
2.0400000000,9.1309933976,7.8113203864
2.0500000000,6.4258107721,7.4004680638
2.0600000000,6.3751032825,7.0964113487
2.0700000000,7.4964425105,7.2150346555
2.0800000000,8.1628394508,7.4960921072
2.0900000000,6.5981488814,7.2298203642
2.1000000000,7.7692247173,7.3897727233
2.1100000000,9.7930897892,8.1024407469
2.1200000000,8.0751131070,8.0943371407
2.1300000000,6.6068264817,7.6532379214
2.1400000000,8.1496885365,7.8004529867
2.1500000000,7.7389813535,7.7822244858
2.1600000000,7.8373613265,7.7985744979
2.1700000000,8.1243407337,7.8951756425
2.1800000000,7.1135317853,7.6633907521
2.1900000000,8.4923771811,7.9092143799
2.2000000000,8.2397253932,8.0072225179
2.2100000000,9.0857351209,8.3270394310
2.2200000000,8.5007711186,8.3785569857
2.2300000000,8.8542241079,8.5196090145
2.2400000000,9.5054160072,8.8119354541
2.2500000000,9.0027045939,8.8685052126
2.2600000000,9.7826184835,9.1395719426
2.2700000000,10.1131868782,9.4282830086
2.2800000000,8.3182435800,9.0991172830
2.2900000000,9.4171360070,9.1934210179
2.3000000000,8.9801546407,9.1301800375
2.3100000000,6.6096669695,8.3827592780
2.3200000000,8.6968742227,8.4759054051
2.3300000000,8.7375144705,8.5534816926
2.3400000000,10.0417022095,8.9947914097
2.3500000000,10.1622108796,9.3409723353
2.3600000000,10.3676439081,9.6454165600
2.3700000000,10.9190680733,10.0230990221
2.3800000000,9.7990934376,9.9566734891
2.3900000000,9.7137795132,9.8846468838
2.4000000000,10.7777632373,10.1494872894
2.4100000000,9.9025051725,10.0762484065
2.4200000000,9.6684371294,9.9553180220
2.4300000000,10.4479741601,10.1014078914
2.4400000000,10.4942834727,10.2179093169
2.4500000000,9.6845241905,10.0597418702
2.4600000000,10.9475841349,10.3230183230
2.4700000000,11.7396409783,10.7430967564
2.4800000000,10.8973024747,10.7888241746
2.4900000000,9.9250804554,10.5326937880
2.5000000000,8.1291368799,9.8199546427
2.5100000000,10.9186385562,10.1457530587
2.5200000000,12.9179397032,10.9678038839
2.5300000000,10.3961452480,10.7982869957
2.5400000000,12.7219274897,11.3687140478
2.5500000000,10.6175719153,11.1459739913
2.5600000000,11.8373531965,11.3509922383
2.5700000000,10.9240779234,11.2243971313
2.5800000000,10.7521287369,11.0843529449
2.5900000000,10.4803646257,10.9052491687
2.6000000000,11.4835395169,11.0767325928
2.6100000000,9.9821461417,10.7521492185
2.6200000000,11.6942609533,11.0315184776
2.6300000000,10.8458069406,10.9764484762
2.6400000000,13.4859291795,11.7205977517
2.6500000000,11.6758422464,11.7073261705
2.6600000000,11.7355589834,11.7156981923
2.6700000000,11.2194387714,11.5685398229
2.6800000000,12.8704631463,11.9546058709
2.6900000000,12.1234173764,12.0046644186
2.7000000000,11.5571201713,11.8719518112
2.7100000000,11.8766113840,11.8733335384
2.7200000000,12.7135731361,12.1224941265
2.7300000000,13.3136538406,12.4757148693
2.7400000000,12.0273967678,12.3427727869
2.7500000000,9.2414647219,11.4231258869
2.7600000000,12.2134520450,11.6574853849
2.7700000000,14.1355661700,12.3923234804
2.7800000000,14.0865182305,12.8947118009
2.7900000000,12.8457132942,12.8801820206
2.8000000000,13.0117583262,12.9191990221
2.8100000000,15.0556326989,13.5527267359
2.8200000000,12.5353086738,13.2510265025
2.8300000000,13.4341477164,13.3053283820
2.8400000000,11.7726932076,12.8508481570
2.8500000000,13.8769107563,13.1551117996
2.8600000000,10.7896086790,12.4536569405
2.8700000000,14.7272333630,13.1278523010
2.8800000000,13.8004258876,13.3272940208
2.8900000000,13.2193245567,13.2952772779
2.9000000000,13.6721450176,13.4070318154
2.9100000000,12.7365286722,13.2082040549
2.9200000000,13.4288001722,13.2736185610
2.9300000000,13.6224833652,13.3770692435
2.9400000000,12.2548639731,13.0442959180
2.9500000000,14.4830862417,13.4709478446
2.9600000000,14.0447873918,13.6411114497
2.9700000000,14.8301664253,13.9937080636
2.9800000000,13.0948068291,13.7271522373
2.9900000000,13.5487223710,13.6742415074
3.0000000000,18.5247802098,15.1125968038
3.0100000000,16.2143302051,15.4392995002
3.0200000000,14.5476339384,15.1748893054
3.0300000000,16.0124237588,15.4232477230
3.0400000000,15.1313775328,15.3366979479
3.0500000000,13.9910274964,14.9376593380
3.0600000000,15.2304137687,15.0244713215
3.0700000000,14.7458946508,14.9418635424
3.0800000000,15.1686804241,15.0091227239
3.0900000000,16.0566172988,15.3197417009
3.1000000000,16.3590268449,15.6279262930
3.1100000000,17.0747282733,16.0569539575
3.1200000000,17.4654239991,16.4746148543
3.1300000000,15.7493878569,16.2595595467
3.1400000000,17.7733351942,16.7084472587
3.1500000000,17.5288919441,16.9517379592
3.1600000000,17.3739193011,17.0769295732
3.1700000000,18.0931259541,17.3782675351
3.1800000000,17.1111058205,17.2990446919
3.1900000000,16.6450572990,17.1051144322
3.2000000000,16.4381495970,16.9073359044
3.2100000000,18.3594220843,17.3379305200
3.2200000000,17.4412088917,17.3685561890
3.2300000000,17.8381478270,17.5078066231
3.2400000000,16.7421732221,17.2807693958
3.2500000000,19.4006700487,17.9093944866
3.2600000000,17.2253287528,17.7065449411
3.2700000000,17.0055855510,17.4986858324
3.2800000000,17.6543276111,17.5448390930
3.2900000000,17.3213024055,17.4785526044
3.3000000000,19.1317007720,17.9687691697
3.3100000000,18.0864732113,18.0036725571
3.3200000000,17.2819981296,17.7896707114
3.3300000000,17.8289767536,17.8013263351
3.3400000000,17.8156292908,17.8055676645
3.3500000000,19.1142654216,18.1936425703
3.3600000000,17.9852116184,18.1318354635
3.3700000000,18.6454267101,18.2841333288
3.3800000000,18.5307324146,18.3572586295
3.3900000000,19.1023668422,18.5782094166
3.4000000000,19.7218212779,18.9173305491
3.4100000000,20.9094974668,19.5080780955
3.4200000000,18.3153067538,19.1543794484
3.4300000000,18.3449282203,18.9143486946
3.4400000000,17.5550217475,18.5112604535
3.4500000000,19.3657575449,18.7646488898
3.4600000000,19.6524444488,19.0279114927
3.4700000000,17.1470783966,18.4701783395
3.4800000000,22.2208637576,19.5823884603
3.4900000000,20.7958366333,19.9422185150
3.5000000000,20.4598356458,20.0957101965
3.5100000000,22.8750678096,20.9198874660
3.5200000000,20.7684896069,20.8749926768
3.5300000000,18.0199188869,20.0283628983
3.5400000000,22.9339859906,20.8899823226
3.5500000000,20.4156545913,20.7493274703
3.5600000000,22.3849257900,21.2343398886
3.5700000000,22.7370619044,21.6799498101
3.5800000000,22.2339916233,21.8442426908
3.5900000000,20.2082597529,21.3591162197
3.6000000000,21.8154892522,21.4944468724
3.6100000000,22.2424654060,21.7162606720
3.6200000000,24.1458670237,22.4367243934
3.6300000000,21.8352879468,22.2583773372
3.6400000000,23.2175835877,22.5428157214
3.6500000000,21.9687865648,22.3725958905
3.6600000000,22.5138837663,22.4144927141
3.6700000000,22.7266049832,22.5070449774
3.6800000000,22.7305719521,22.5733285858
3.6900000000,22.8669892447,22.6604092979
3.7000000000,22.8696956000,22.7224700461
3.7100000000,21.9822376071,22.5029650973
3.7200000000,25.1631492991,23.2918032596
3.7300000000,22.6398832529,23.0984860526
3.7400000000,23.3184685606,23.1637186020
3.7500000000,25.2023766089,23.7682523913
3.7600000000,23.2278695394,23.6080098729
3.7700000000,23.0211362414,23.4339812035
3.7800000000,24.7262342039,23.8171796607
3.7900000000,22.6201886302,23.4622297275
3.8000000000,24.7351617449,23.8396988338
3.8100000000,24.4882672753,24.0320221839
3.8200000000,25.1883050642,24.3749007191
3.8300000000,23.0835432890,23.9919678299
3.8400000000,24.1198608045,24.0298925943
3.8500000000,23.7468836087,23.9459704779
3.8600000000,26.8873360541,24.8181888056
3.8700000000,25.4558565760,25.0072797234
3.8800000000,24.0904539896,24.7354086527
3.8900000000,25.5359710139,24.9728035449
3.9000000000,25.2096256462,25.0430296259
3.9100000000,26.7318738171,25.5438313175
3.9200000000,26.0351465114,25.6895235498
3.9300000000,26.8171746183,26.0239117459
3.9400000000,26.3700038604,26.1265402283
3.9500000000,25.3016718924,25.8819377599
3.9600000000,27.6003887522,26.3915189091
3.9700000000,24.4016025208,25.8014387238
3.9800000000,27.9272764905,26.4318243776
3.9900000000,26.2116386228,26.3665315584
4.0000000000,27.4470650519,26.6869477366
4.0100000000,26.5649992590,26.6507857246
4.0200000000,26.3285827819,26.5552412217
4.0300000000,26.4667625537,26.5290041853
4.0400000000,28.1708533566,27.0158702009
4.0500000000,27.0751345891,27.0334441760
4.0600000000,30.0290081157,27.9217342243
4.0700000000,28.5668984096,28.1130480927
4.0800000000,28.9304967800,28.3554503744
4.0900000000,30.2143949481,28.9066928111
4.1000000000,27.1040416725,28.3721433575
4.1100000000,28.2585921367,28.3384714275
4.1200000000,29.7223492282,28.7488398600
4.1300000000,27.7060373813,28.4396122545
4.1400000000,30.0741854635,28.9243206914
4.1500000000,29.6589937096,29.1421770764
4.1600000000,29.6447007339,29.2911930123
4.1700000000,29.1553950200,29.2509241322
4.1800000000,29.2853409707,29.2611299351
4.1900000000,31.4485487107,29.9097765235
4.2000000000,31.1119327131,30.2662581081
4.2100000000,29.5000144797,30.0390399270
4.2200000000,29.3980932198,29.8489766892
4.2300000000,29.9808582467,29.8880842086
4.2400000000,31.1524564949,30.2630150537
4.2500000000,30.1967475952,30.2433644219
4.2600000000,30.4064391586,30.2917218160
4.2700000000,31.7949878869,30.7374930689
4.2800000000,31.1893313198,30.8714789994
4.2900000000,34.0292529600,31.8078700231
4.3000000000,30.9956189989,31.5670090313
4.3100000000,30.7536224689,31.3258113125
4.3200000000,31.3182206853,31.3235604246
4.3300000000,29.0101513334,30.6375532771
4.3400000000,32.0252836406,31.0490641300
4.3500000000,31.9709664192,31.3224405778
4.3600000000,31.7938518320,31.4622305920
4.3700000000,31.6544398353,31.5192273918
4.3800000000,32.0593874308,31.6794038383
4.3900000000,31.7690645988,31.7059914068
4.4000000000,32.0398747197,31.8049995502
4.4100000000,33.1548400690,32.2052747317
4.4200000000,32.2948738994,32.2318440357
4.4300000000,33.6445177597,32.6507514721
4.4400000000,33.1796263201,32.8075814627
4.4500000000,34.1564439921,33.2075666359
4.4600000000,33.3098197157,33.2378882699
4.4700000000,34.5574263420,33.6291777104
4.4800000000,34.4844389228,33.8827927355
4.4900000000,34.6949110564,34.1236143761
4.5000000000,32.7875762130,33.7274320784
4.5100000000,34.4072356755,33.9290177505
4.5200000000,34.8705170452,34.2082053996
4.5300000000,35.0626941696,34.4615913684
4.5400000000,34.7936651423,34.5600629199
4.5500000000,35.1741600906,34.7421643260
4.5600000000,36.6457530515,35.3066453236
4.5700000000,37.1071382402,35.8405547884
4.5800000000,35.0957233562,35.6196860765
4.5900000000,34.5831309546,35.3123110319
4.6000000000,35.3555949325,35.3251462305
4.6100000000,35.6984041361,35.4358303253
4.6200000000,36.7983417275,35.8398628693
4.6300000000,36.4468509469,36.0198561793
4.6400000000,35.6811579485,35.9194202434
4.6500000000,36.7270805856,36.1589199366
4.6600000000,35.9862861742,36.1077279553
4.6700000000,37.4542427909,36.5070169548
4.6800000000,37.6096339897,36.8339816796
4.6900000000,39.0141380829,37.4804747193
4.7000000000,38.5652543018,37.8021500122
4.7100000000,38.6570891625,38.0556695346
4.7200000000,36.7011274472,37.6540001726
4.7300000000,37.6494751547,37.6526583457
4.7400000000,36.4462129417,37.2949048583
4.7500000000,35.3007590575,36.7035705034
4.7600000000,39.7619298159,37.6104815880
4.7700000000,37.5575330570,37.5947804866
4.7800000000,38.9154202786,37.9863966258
4.7900000000,40.2037754109,38.6439274106
4.8000000000,40.0111484105,39.0493565159
4.8100000000,40.7829986401,39.5634423700
4.8200000000,40.1969329430,39.7512946018
4.8300000000,39.7127146261,39.7398542823
4.8400000000,40.4396649538,39.9473727556
4.8500000000,39.7459151425,39.8876334890
4.8600000000,39.9082129676,39.8937360281
4.8700000000,39.5290640170,39.7855979530
4.8800000000,39.8827691292,39.8144126238
4.8900000000,41.2123261555,40.2289431441
4.9000000000,42.6976821575,40.9610110758
4.9100000000,40.4696125317,40.8152941272
4.9200000000,40.2642210577,40.6518815834
4.9300000000,42.6661932755,41.2491958342
4.9400000000,42.8167552630,41.7140323287
4.9500000000,41.0714138183,41.5234733424
4.9600000000,43.1951851297,42.0191946738
4.9700000000,44.5867939420,42.7805781475
4.9800000000,40.4650701122,42.0939485892
4.9900000000,41.3177128735,41.8637674029
