x,original,kalman
0.2110000000,0.3468907638,0.3875182747
0.2120000000,0.1910533732,0.3482252944
0.2130000000,0.0860757334,0.2957953822
0.2140000000,0.2307330319,0.2827829122
0.2150000000,0.3666747189,0.2995612735
0.2160000000,0.0144019797,0.2425294148
0.2170000000,0.4781366855,0.2896508689
0.2180000000,0.1181650095,0.2553536970
0.2190000000,0.0927775685,0.2228384713
0.2200000000,0.3037552496,0.2390218270
0.2210000000,0.3986072927,0.2709389201
0.2220000000,0.0720857598,0.2311682881
0.2230000000,-0.0524687511,0.1744408802
0.2240000000,0.5955238266,0.2586574695
0.2250000000,0.0445007093,0.2158261175
0.2260000000,0.3235202511,0.2373649442
0.2270000000,0.2806257719,0.2460171097
0.2280000000,0.3219577779,0.2612052434
0.2290000000,0.2435391245,0.2576720196
0.2300000000,0.7445134554,0.3550403067
0.2310000000,0.3958762061,0.3632074866
0.2320000000,0.3960432099,0.3697746313
0.2330000000,0.4334881296,0.3825173309
0.2340000000,0.3929776364,0.3846093920
0.2350000000,0.1805636074,0.3438002351
0.2360000000,0.1170833750,0.2984568631
0.2370000000,0.6124861472,0.3612627199
0.2380000000,0.1014446079,0.3092990975
0.2390000000,0.4112382999,0.3296869380
0.2400000000,0.1943681874,0.3026231879
0.2410000000,0.0430655283,0.2507116559
0.2420000000,-0.1110293655,0.1783634517
0.2430000000,0.2174216357,0.1861750885
0.2440000000,0.3342988709,0.2157998450
0.2450000000,0.1206401434,0.1967679046
0.2460000000,0.5060504626,0.2586244162
0.2470000000,0.2721535860,0.2613302502
0.2480000000,0.4542914305,0.2999224862
0.2490000000,0.3115061456,0.3022392181
0.2500000000,0.4871416930,0.3392197131
0.2510000000,0.7750294695,0.4263816644
0.2520000000,0.3890064034,0.4189066122
0.2530000000,0.2541081948,0.3859469287
0.2540000000,0.1428526849,0.3373280799
0.2550000000,0.6901685132,0.4078961666
0.2560000000,0.5194574547,0.4302084242
0.2570000000,0.1245665943,0.3690800582
0.2580000000,0.3987640335,0.3750168533
0.2590000000,0.3634630262,0.3727060879
0.2600000000,0.7356473681,0.4452943439
0.2610000000,-0.0669117995,0.3428531152
0.2620000000,0.4540632720,0.3650951466
0.2630000000,0.2642379520,0.3449237077
0.2640000000,0.6780461950,0.4115482051
0.2650000000,0.0327695634,0.3357924768
0.2660000000,0.3397261842,0.3365792183
0.2670000000,-0.1200401048,0.2452553537
0.2680000000,0.1825101673,0.2327063164
0.2690000000,0.4328980001,0.2727446531
0.2700000000,0.8361056081,0.3854168441
0.2710000000,0.4107123529,0.3904759459
0.2720000000,0.7118443662,0.4547496299
0.2730000000,-0.1023332235,0.3433330592
0.2740000000,0.7066423141,0.4159949102
0.2750000000,0.7009521666,0.4729863615
0.2760000000,0.2631571584,0.4310205209
0.2770000000,-0.0737484968,0.3300667173
0.2780000000,0.6755054268,0.3991544592
0.2790000000,0.1111817799,0.3415599234
0.2800000000,0.1424148059,0.3017308999
0.2810000000,0.0066550094,0.2427157218
0.2820000000,0.2202566154,0.2382239005
0.2830000000,0.4514588658,0.2808708936
0.2840000000,0.1570103275,0.2560987803
0.2850000000,0.2971297614,0.2643049766
0.2860000000,0.7301259439,0.3574691700
0.2870000000,0.6788415330,0.4217436426
0.2880000000,0.3021195371,0.3978188215
0.2890000000,0.1735914659,0.3529733504
0.2900000000,0.1389875590,0.3101761921
0.2910000000,0.2172374448,0.2915884427
0.2920000000,0.4398085503,0.3212324642
0.2930000000,0.3772728618,0.3324405437
0.2940000000,0.3304877853,0.3320499920
0.2950000000,0.0664765994,0.2789353135
0.2960000000,0.6266394763,0.3484761461
0.2970000000,0.0979214466,0.2983652062
0.2980000000,0.5863607491,0.3559643148
0.2990000000,0.5257676167,0.3899249751
0.3000000000,0.2340581932,0.3587516188
0.3010000000,0.3100487004,0.3490110351
0.3020000000,0.4865652168,0.3765218714
0.3030000000,0.4184508604,0.3849076692
0.3040000000,0.7904246741,0.4660110702
0.3050000000,0.4692836557,0.4666655873
0.3060000000,0.4331495501,0.4599623799
0.3070000000,0.8858159416,0.5451330922
0.3080000000,0.9007877003,0.6162640138
0.3090000000,0.3625147361,0.5655141583
0.3100000000,0.6732700028,0.5870653272
0.3110000000,0.2805017795,0.5257526176
0.3120000000,0.4439651712,0.5093951284
0.3130000000,0.3958719610,0.4866904949
0.3140000000,0.4493445803,0.4792213120
0.3150000000,0.4331596986,0.4700089893
0.3160000000,0.6217038000,0.5003479514
0.3170000000,0.1806819526,0.4364147517
0.3180000000,0.1753074254,0.3841932864
0.3190000000,0.2494078432,0.3572361978
0.3200000000,0.4851726153,0.3828234813
0.3210000000,0.6337330313,0.4330053913
0.3220000000,0.3549236815,0.4173890493
0.3230000000,0.3886407074,0.4116393809
0.3240000000,0.8460515533,0.4985218154
0.3250000000,0.4651044473,0.4918383418
0.3260000000,0.4887663504,0.4912239435
0.3270000000,0.4986611133,0.4927113775
0.3280000000,0.6251650678,0.5192021155
0.3290000000,0.2372054851,0.4628027894
0.3300000000,0.6844671243,0.5071356564
0.3310000000,0.4502821238,0.4957649499
0.3320000000,0.2284528414,0.4423025282
0.3330000000,0.3329885707,0.4204397367
0.3340000000,0.2274049403,0.3818327774
0.3350000000,0.4263020200,0.3907266259
0.3360000000,0.6136586027,0.4353130213
0.3370000000,0.8075027268,0.5097509624
0.3380000000,0.6009435385,0.5279894776
0.3390000000,0.5814878267,0.5386891474
0.3400000000,0.5797735943,0.5469060368
0.3410000000,0.1054524475,0.4586153189
0.3420000000,0.4273737906,0.4523670133
0.3430000000,0.2520328370,0.4123001780
0.3440000000,0.3596073368,0.4017616098
0.3450000000,0.6113238835,0.4436740645
0.3460000000,0.1219789205,0.3793350357
0.3470000000,0.1082765649,0.3251233416
0.3480000000,0.6772617306,0.3955510194
0.3490000000,0.6155977795,0.4395603714
0.3500000000,0.5770234858,0.4670529943
0.3510000000,0.5653367326,0.4867097419
0.3520000000,0.7329228054,0.5359523546
0.3530000000,0.3708069145,0.5029232666
0.3540000000,0.7233750079,0.5470136149
0.3550000000,0.5222840520,0.5420677023
0.3560000000,0.6113614112,0.5559264441
0.3570000000,0.3609911725,0.5169393897
0.3580000000,0.3556816983,0.4846878515
0.3590000000,0.5883007101,0.5054104232
0.3600000000,0.3019133996,0.4647110185
0.3610000000,0.4632955068,0.4644279161
0.3620000000,0.6832348456,0.5081893020
0.3630000000,0.6984628738,0.5462440164
0.3640000000,0.5361191450,0.5442190421
0.3650000000,0.5402278920,0.5434208121
0.3660000000,0.6104926946,0.5568351886
0.3670000000,0.6659544868,0.5786590482
0.3680000000,0.3954443360,0.5420161058
0.3690000000,0.4184940033,0.5173116853
0.3700000000,0.8427404112,0.5823974305
0.3710000000,0.4010263645,0.5461232173
0.3720000000,0.6101384972,0.5589262733
0.3730000000,0.6472867792,0.5765983744
0.3740000000,0.4467465808,0.5506280157
0.3750000000,0.1936550145,0.4792334155
0.3760000000,0.1901150696,0.4214097463
0.3770000000,0.3660161452,0.4103310261
0.3780000000,0.4290518471,0.4140751903
0.3790000000,0.2596750592,0.3831951641
0.3800000000,0.7983366058,0.4662234524
0.3810000000,0.6700666369,0.5069920893
0.3820000000,0.4134325396,0.4882801794
0.3830000000,0.7643999711,0.5435041377
0.3840000000,0.4887104090,0.5325453920
0.3850000000,0.0937290081,0.4447821152
0.3860000000,0.5298589005,0.4617974723
0.3870000000,0.5018947372,0.4698169252
0.3880000000,0.4469376952,0.4652410792
0.3890000000,0.8153446593,0.5352617952
0.3900000000,0.6271000219,0.5536294406
0.3910000000,0.1737891161,0.4776613757
0.3920000000,0.8100161308,0.5441323267
0.3930000000,0.7273736784,0.5807805970
0.3940000000,0.0889391855,0.4824123147
0.3950000000,0.5893127856,0.5037924089
0.3960000000,0.6593326311,0.5349004533
0.3970000000,0.6866591457,0.5652521918
0.3980000000,0.4581817982,0.5438381131
0.3990000000,0.7341981628,0.5819101230
0.4000000000,0.2562121285,0.5167705241
0.4010000000,0.5779207175,0.5290005628
0.4020000000,0.5824338567,0.5396872216
0.4030000000,0.4986885542,0.5314874881
0.4040000000,0.2414140581,0.4734728021
0.4050000000,0.3910011276,0.4569784672
0.4060000000,0.5981245640,0.4852076866
0.4070000000,-0.2119158372,0.3457829818
0.4080000000,0.5196452226,0.3805554300
0.4090000000,0.7513568329,0.4547157106
0.4100000000,0.6486331684,0.4934992021
0.4110000000,0.5343668129,0.5016727243
0.4120000000,0.4758551893,0.4965092173
0.4130000000,0.5791345699,0.5130342878
0.4140000000,0.4171644626,0.4938603227
0.4150000000,0.3341531077,0.4619188797
0.4160000000,0.6322633260,0.4959877690
0.4170000000,0.3525804973,0.4673063146
0.4180000000,0.7244796454,0.5187409808
0.4190000000,0.7194555754,0.5588838997
0.4200000000,1.0176318583,0.6506334914
0.4210000000,0.6240490026,0.6453165937
0.4220000000,1.0838209674,0.7330174684
0.4230000000,0.8815641513,0.7627268050
0.4240000000,0.2676228706,0.6637060181
0.4250000000,0.7055446956,0.6720737536
0.4260000000,0.6778563919,0.6732302813
0.4270000000,0.6581104557,0.6702063162
0.4280000000,0.5477360984,0.6457122726
0.4290000000,0.5412042410,0.6248106663
0.4300000000,0.4699284547,0.5938342240
0.4310000000,0.3054960923,0.5361665976
0.4320000000,0.5714133889,0.5432159559
0.4330000000,0.5462576304,0.5438242908
0.4340000000,0.6045234724,0.5559641271
0.4350000000,0.4365036447,0.5320720306
0.4360000000,0.3237987048,0.4904173655
0.4370000000,0.5720856298,0.5067510183
0.4380000000,0.3991907205,0.4852389588
0.4390000000,0.6001367515,0.5082185173
0.4400000000,0.7340167764,0.5533781691
0.4410000000,0.7996008907,0.6026227134
0.4420000000,1.1889532959,0.7198888299
0.4430000000,0.3344668901,0.6428044420
0.4440000000,0.7223556080,0.6587146752
0.4450000000,0.9282492962,0.7126215994
0.4460000000,0.9096287424,0.7520230280
0.4470000000,0.0708569306,0.6157898085
0.4480000000,0.6832236214,0.6292765711
0.4490000000,0.3797119754,0.5793636519
0.4500000000,0.8587064447,0.6352322105
0.4510000000,0.5553273028,0.6192512290
0.4520000000,0.6401481733,0.6234306178
0.4530000000,0.3923860121,0.5772216967
0.4540000000,0.2715696778,0.5160912929
0.4550000000,0.6387878488,0.5406306041
0.4560000000,0.3561766100,0.5037398052
0.4570000000,0.4502379614,0.4930394365
0.4580000000,0.3164743728,0.4577264237
0.4590000000,0.3873596893,0.4436530768
0.4600000000,0.5200332901,0.4589291195
0.4610000000,0.6873131687,0.5046059293
0.4620000000,0.3569469354,0.4750741306
0.4630000000,0.2671632202,0.4334919485
0.4640000000,0.4081462791,0.4284228146
0.4650000000,0.6707064371,0.4768795391
0.4660000000,0.6473402190,0.5109716751
0.4670000000,0.9339284607,0.5955630322
0.4680000000,0.6087362678,0.5981976793
0.4690000000,0.7437044305,0.6272990296
0.4700000000,0.6933874696,0.6405167176
0.4710000000,0.4373826167,0.5998898974
0.4720000000,0.8461997612,0.6491518702
0.4730000000,0.8904615411,0.6974138043
0.4740000000,0.7536557983,0.7086622031
0.4750000000,0.4235379817,0.6516373589
0.4760000000,1.0774668602,0.7368032591
0.4770000000,0.6088049056,0.7112035884
0.4780000000,0.6681827898,0.7025994287
0.4790000000,0.5008022191,0.6622399868
0.4800000000,0.9616380714,0.7221196037
0.4810000000,0.8336018121,0.7444160454
0.4820000000,0.4398202829,0.6834968929
0.4830000000,0.6504252272,0.6768825597
0.4840000000,1.2781188905,0.7971298259
0.4850000000,0.7917851414,0.7960608890
0.4860000000,0.4985014901,0.7365490092
0.4870000000,0.8838554869,0.7660103048
0.4880000000,0.9331278617,0.7994338162
0.4890000000,1.1262720565,0.8648014642
0.4900000000,0.5917479425,0.8101907599
0.4910000000,0.5925559132,0.7666637906
0.4920000000,0.8353034039,0.7803917132
0.4930000000,0.5629984687,0.7369130643
0.4940000000,0.9030683252,0.7701441165
0.4950000000,0.9167741493,0.7994701231
0.4960000000,0.5450822835,0.7485925551
0.4970000000,0.5400085321,0.7068757505
0.4980000000,0.9528951771,0.7560796358
0.4990000000,1.0136280324,0.8075893151
0.5000000000,0.8854584377,0.8231631396
0.5010000000,1.2924643161,0.9170233749
0.5020000000,0.5700891687,0.8476365337
0.5030000000,0.9637494485,0.8708591167
0.5040000000,0.8860656615,0.8739004256
0.5050000000,0.8076406158,0.8606484637
0.5060000000,0.6559536079,0.8197094925
0.5070000000,0.7739104860,0.8105496912
0.5080000000,0.8071736825,0.8098744895
0.5090000000,0.6201067545,0.7719209425
0.5100000000,0.7651443032,0.7705656146
0.5110000000,1.1026500540,0.8369825025
0.5120000000,0.8329108373,0.8361681694
0.5130000000,0.4428938123,0.7575132980
0.5140000000,1.0708284546,0.8201763293
0.5150000000,0.6625401136,0.7886490862
0.5160000000,0.7023851706,0.7713963031
0.5170000000,0.5916274590,0.7354425343
0.5180000000,0.6347109283,0.7152962131
0.5190000000,0.9602792046,0.7642928114
0.5200000000,0.5900212380,0.7294384967
0.5210000000,0.4869694700,0.6809446914
0.5220000000,1.0711643727,0.7589886277
0.5230000000,0.8933521762,0.7858613374
0.5240000000,1.0863162632,0.8459523225
0.5250000000,1.0312897748,0.8830198130
0.5260000000,0.7721450583,0.8608448620
0.5270000000,0.5403390068,0.7967436910
0.5280000000,0.7596796580,0.7893308844
0.5290000000,0.6731274794,0.7660902034
0.5300000000,0.8715054074,0.7871732442
0.5310000000,0.4147768450,0.7126939644
0.5320000000,0.7261496446,0.7153851004
0.5330000000,0.6283181152,0.6979717034
0.5340000000,0.8480846030,0.7279942833
0.5350000000,1.0090326104,0.7842019487
0.5360000000,1.0736804823,0.8420976554
0.5370000000,0.8455339742,0.8427849192
0.5380000000,1.0846057408,0.8911490835
0.5390000000,0.4698065443,0.8068805757
0.5400000000,1.1277863778,0.8710617361
0.5410000000,0.7663460943,0.8501186077
0.5420000000,1.3252932742,0.9451535410
0.5430000000,0.7027563356,0.8966740999
0.5440000000,0.7066997316,0.8586792263
0.5450000000,1.3139737745,0.9497381359
0.5460000000,0.8717446876,0.9341394463
0.5470000000,1.3864141568,1.0245943884
0.5480000000,0.9012817491,0.9999318605
0.5490000000,1.1035517032,1.0206558290
0.5500000000,0.6427914999,0.9450829632
0.5510000000,0.6790610459,0.8918785797
0.5520000000,1.1586222444,0.9452273127
0.5530000000,0.5391709635,0.8640160428
0.5540000000,0.8387334618,0.8589595266
0.5550000000,0.2905246331,0.7452725479
0.5560000000,0.9279343068,0.7818048997
0.5570000000,1.2988738915,0.8852186981
0.5580000000,1.1289351907,0.9339619966
0.5590000000,1.0041262486,0.9479948470
0.5600000000,0.5324867617,0.8648932299
0.5610000000,0.4529985296,0.7825142899
0.5620000000,0.9010703561,0.8062255031
0.5630000000,0.8083944883,0.8066593002
0.5640000000,0.7616758875,0.7976626176
0.5650000000,0.6608927511,0.7703086443
0.5660000000,1.0194633456,0.8201395846
0.5670000000,0.4227603542,0.7406637385
0.5680000000,1.3498908222,0.8625091552
0.5690000000,0.6277779203,0.8155629082
0.5700000000,0.6364417457,0.7797386757
0.5710000000,0.8368245672,0.7911558540
0.5720000000,0.8075522648,0.7944351362
0.5730000000,0.8516345263,0.8058750142
0.5740000000,1.0474978672,0.8541995848
0.5750000000,0.6844330545,0.8202462787
0.5760000000,0.4899170900,0.7541804410
0.5770000000,0.6016077362,0.7236659000
0.5780000000,1.0894413141,0.7968209828
0.5790000000,0.7812171906,0.7937002244
0.5800000000,0.5461400372,0.7441881870
0.5810000000,0.8274867986,0.7608479093
0.5820000000,1.2407649224,0.8568313119
0.5830000000,0.3635198269,0.7581690149
0.5840000000,0.6332421180,0.7331836355
0.5850000000,0.7662024996,0.7397874083
0.5860000000,0.8980765791,0.7714452425
0.5870000000,0.6555292479,0.7482620436
0.5880000000,0.7050854113,0.7396267171
0.5890000000,0.7258219623,0.7368657662
0.5900000000,1.3272458966,0.8549417923
0.5910000000,1.1343821611,0.9108298660
0.5920000000,0.9202854815,0.9127209891
0.5930000000,1.5429319340,1.0387631781
0.5940000000,0.6770755639,0.9664256553
0.5950000000,0.6815620042,0.9094529251
0.5960000000,0.6719991118,0.8619621624
0.5970000000,0.6265176528,0.8148732605
0.5980000000,0.5173111437,0.7553608371
0.5990000000,0.8382520760,0.7719390849
0.6000000000,0.9805753822,0.8136663444
0.6010000000,1.2247845802,0.8958899915
0.6020000000,0.9518439092,0.9070807751
0.6030000000,0.6925008534,0.8641647908
0.6040000000,0.6853648260,0.8284047978
0.6050000000,1.3124322938,0.9252102970
0.6060000000,0.9810195447,0.9363721465
0.6070000000,0.7940691433,0.9079115459
0.6080000000,0.9499414053,0.9163175178
0.6090000000,0.8657491413,0.9062038425
0.6100000000,1.1538903267,0.9557411393
0.6110000000,0.7851994389,0.9216327992
0.6120000000,1.3393327716,1.0051727937
0.6130000000,0.9691363301,0.9979655010
0.6140000000,0.6939242165,0.9371572441
0.6150000000,1.0053897883,0.9508037529
0.6160000000,0.5640059366,0.8734441897
0.6170000000,1.0592614935,0.9106076504
0.6180000000,0.5993377471,0.8483536698
0.6190000000,1.0366436841,0.8860116726
0.6200000000,1.0442853733,0.9176664127
0.6210000000,0.9910355558,0.9323402414
0.6220000000,0.7813916723,0.9021505275
0.6230000000,0.7269775680,0.8671159356
0.6240000000,1.0523781398,0.9041683765
0.6250000000,0.7882431334,0.8809833278
0.6260000000,0.9637472013,0.8975361025
0.6270000000,0.9330169757,0.9046322772
0.6280000000,1.1251451706,0.9487348559
0.6290000000,0.7206550989,0.9031189045
0.6300000000,0.9112342429,0.9047419722
0.6310000000,0.5471072838,0.8332150345
0.6320000000,0.9710293677,0.8607779011
0.6330000000,0.8132642277,0.8512751664
0.6340000000,0.7898613124,0.8389923956
0.6350000000,1.0160849916,0.8744109148
0.6360000000,0.5992764033,0.8193840125
0.6370000000,1.1793260768,0.8913724254
0.6380000000,1.1743740592,0.9479727521
0.6390000000,0.6539548217,0.8891691661
0.6400000000,0.8939126071,0.8901178543
0.6410000000,0.6332507123,0.8387444259
0.6420000000,1.0487654863,0.8807486379
0.6430000000,0.4313140235,0.7908617151
0.6440000000,1.2449558184,0.8816805357
0.6450000000,1.1491769892,0.9351798264
0.6460000000,1.0408294516,0.9563097514
0.6470000000,1.0018203900,0.9654118792
0.6480000000,0.9972685996,0.9717832233
0.6490000000,1.2255166872,1.0225299160
0.6500000000,0.9225745327,1.0025388394
0.6510000000,0.7884570265,0.9597224768
0.6520000000,1.2321356055,1.0142051025
0.6530000000,1.1407651348,1.0395171090
0.6540000000,0.5812065861,0.9478550044
0.6550000000,0.6608253240,0.8904490683
0.6560000000,1.1697419350,0.9463076417
0.6570000000,1.1765550296,0.9923571192
0.6580000000,0.8450162314,0.9628889417
0.6590000000,0.6857633473,0.9074638228
0.6600000000,1.4286795592,1.0117069701
